Country,Year,Temperature,Precipitation
El Salvador,1975,24.7,1568.2
El Salvador,1976,24.5,1461.2
El Salvador,1977,25.0,1380.3
El Salvador,1978,24.8,1636.2
El Salvador,1979,24.8,2109.6
El Salvador,1980,25.1,1905.3
El Salvador,1981,24.8,2010.6
El Salvador,1982,25.0,1619.4
El Salvador,1983,25.3,1606.1
El Salvador,1984,24.5,1736.2
El Salvador,1985,24.8,1455.0
El Salvador,1986,24.8,1305.5
El Salvador,1987,25.2,1410.5
El Salvador,1988,25.1,2199.9
El Salvador,1989,24.8,1813.8
El Salvador,1990,25.0,1495.0
El Salvador,1991,25.2,1508.7
El Salvador,1992,25.1,2201.3
El Salvador,1993,25.0,1961.6
El Salvador,1994,25.2,1313.7
El Salvador,1995,25.3,1850.3
El Salvador,1996,24.8,1884.6
El Salvador,1997,25.3,1678.3
El Salvador,1998,25.5,1703.7
El Salvador,1999,24.7,1663.1
El Salvador,2000,24.9,1680.5
El Salvador,2001,25.3,1627.6
El Salvador,2002,25.4,1532.4
El Salvador,2003,25.5,1615.0
El Salvador,2004,25.4,1673.7
El Salvador,2005,25.3,1735.4
El Salvador,2006,25.3,1925.7
El Salvador,2007,25.2,1649.3
El Salvador,2008,25.2,1989.9
El Salvador,2009,25.5,1427.1
El Salvador,2010,25.1,1743.0
El Salvador,2011,25.3,1726.7
El Salvador,2012,25.4,1650.8
El Salvador,2013,25.3,1774.4
El Salvador,2014,25.4,1464.8
El Salvador,2015,25.8,1600.1
El Salvador,2016,25.8,1672.7
El Salvador,2017,25.6,1676.8
El Salvador,2018,25.2,1571.9
El Salvador,2019,25.6,1338.3
El Salvador,2020,25.8,1771.0
El Salvador,2021,25.6,1659.3
El Salvador,2022,25.3,1720.0
El Salvador,2023,26.0,1677.7
El Salvador,2024,26.1,1744.8
Equatorial Guinea,1901,24.2,2612.9
Equatorial Guinea,1902,24.4,2700.5
Equatorial Guinea,1903,24.6,2556.0
Equatorial Guinea,1904,24.3,2327.0
Equatorial Guinea,1905,24.7,2659.3
Equatorial Guinea,1906,24.6,2291.9
Equatorial Guinea,1907,24.7,2272.4
Equatorial Guinea,1908,24.3,2666.8
Equatorial Guinea,1909,24.8,2807.7
Equatorial Guinea,1910,24.2,2697.7
Equatorial Guinea,1911,24.6,2181.2
Equatorial Guinea,1912,24.7,2556.2
Equatorial Guinea,1913,24.3,1797.1
Equatorial Guinea,1914,24.7,2098.5
Equatorial Guinea,1915,24.5,2469.6
Equatorial Guinea,1916,24.5,2463.1
Equatorial Guinea,1917,24.5,2440.6
Equatorial Guinea,1918,24.5,2420.4
Equatorial Guinea,1919,24.5,2418.9
Equatorial Guinea,1920,24.5,2426.0
Equatorial Guinea,1921,24.5,2442.6
Equatorial Guinea,1922,24.5,2681.6
Equatorial Guinea,1923,24.5,2434.1
Equatorial Guinea,1924,24.5,2760.3
Equatorial Guinea,1925,24.5,2306.6
Equatorial Guinea,1926,24.5,2791.3
Equatorial Guinea,1927,24.5,2714.3
Equatorial Guinea,1928,24.5,2934.8
Equatorial Guinea,1929,24.5,2851.0
Equatorial Guinea,1930,24.5,2636.2
Equatorial Guinea,1931,24.5,2535.8
Equatorial Guinea,1932,24.5,2268.2
Equatorial Guinea,1933,24.5,2582.7
Equatorial Guinea,1934,24.5,2677.1
Equatorial Guinea,1935,24.5,2560.5
Equatorial Guinea,1936,24.5,2278.7
Equatorial Guinea,1937,24.5,2314.3
Equatorial Guinea,1938,24.5,2610.4
Equatorial Guinea,1939,24.5,2352.1
Equatorial Guinea,1940,24.5,2233.3
Equatorial Guinea,1941,25.1,2136.4
Equatorial Guinea,1942,25.0,2296.8
Equatorial Guinea,1943,24.4,2523.0
Equatorial Guinea,1944,25.0,2550.1
Equatorial Guinea,1945,25.0,2540.0
Equatorial Guinea,1946,24.7,2592.2
Equatorial Guinea,1947,25.0,2837.9
Equatorial Guinea,1948,24.6,2675.9
Equatorial Guinea,1949,25.0,2595.6
Equatorial Guinea,1950,24.9,2803.1
Equatorial Guinea,1951,24.9,2772.5
Equatorial Guinea,1952,24.9,2905.9
Equatorial Guinea,1953,24.8,2406.4
Equatorial Guinea,1954,24.4,2528.2
Equatorial Guinea,1955,24.6,2699.0
Equatorial Guinea,1956,24.5,2966.2
Equatorial Guinea,1957,24.7,2618.5
Equatorial Guinea,1958,24.7,2197.0
Equatorial Guinea,1959,24.7,2470.7
Equatorial Guinea,1960,24.9,2828.6
Equatorial Guinea,1961,24.6,2370.4
Equatorial Guinea,1962,24.6,2791.5
Equatorial Guinea,1963,25.0,2563.4
Equatorial Guinea,1964,24.6,2598.6
Equatorial Guinea,1965,24.6,2421.3
Equatorial Guinea,1966,25.0,2565.3
Equatorial Guinea,1967,24.6,2382.9
Equatorial Guinea,1968,24.6,2415.7
Equatorial Guinea,1969,24.9,2486.3
Equatorial Guinea,1970,24.8,2675.3
Equatorial Guinea,1971,24.3,2479.6
Equatorial Guinea,1972,24.3,2278.0
Equatorial Guinea,1973,24.6,2381.0
Equatorial Guinea,1974,24.1,2390.3
Equatorial Guinea,1975,24.1,2363.2
Equatorial Guinea,1976,23.8,2447.0
Equatorial Guinea,1977,24.3,2561.0
Equatorial Guinea,1978,24.3,2235.3
Equatorial Guinea,1979,24.7,2382.8
Equatorial Guinea,1980,24.6,2262.3
Equatorial Guinea,1981,24.5,2172.1
Equatorial Guinea,1982,24.3,2273.8
Equatorial Guinea,1983,24.6,1833.3
Equatorial Guinea,1984,24.7,2589.7
Equatorial Guinea,1985,24.4,2588.0
Equatorial Guinea,1986,24.4,2278.7
Equatorial Guinea,1987,25.0,2278.4
Equatorial Guinea,1988,24.7,2814.3
Equatorial Guinea,1989,24.6,2310.5
Equatorial Guinea,1990,24.7,2547.5
Equatorial Guinea,1991,24.7,2254.9
Equatorial Guinea,1992,24.4,2077.9
Equatorial Guinea,1993,24.5,2251.4
Equatorial Guinea,1994,24.5,2384.4
Equatorial Guinea,1995,24.8,2385.5
Equatorial Guinea,1996,24.5,2560.4
Equatorial Guinea,1997,24.6,2370.9
Equatorial Guinea,1998,25.2,2756.6
Equatorial Guinea,1999,24.7,2625.2
Equatorial Guinea,2000,24.7,2527.0
Equatorial Guinea,2001,24.8,2637.8
Equatorial Guinea,2002,25.0,2847.1
Equatorial Guinea,2003,25.0,2657.7
Equatorial Guinea,2004,24.9,2625.9
Equatorial Guinea,2005,25.0,1977.1
Equatorial Guinea,2006,25.0,2240.7
Equatorial Guinea,2007,25.0,3549.2
Equatorial Guinea,2008,24.8,2636.5
Equatorial Guinea,2009,24.9,2319.3
Equatorial Guinea,2010,25.1,2078.7
Equatorial Guinea,2011,24.8,2238.5
Equatorial Guinea,2012,24.8,2891.0
Equatorial Guinea,2013,24.9,2273.9
Equatorial Guinea,2014,24.9,2263.6
Equatorial Guinea,2015,25.1,1781.3
Equatorial Guinea,2016,25.2,2279.7
Equatorial Guinea,2017,25.0,2377.6
Equatorial Guinea,2018,25.1,2513.7
Equatorial Guinea,2019,25.0,2646.5
Equatorial Guinea,2020,25.3,2252.9
Equatorial Guinea,2021,25.3,2443.9
Equatorial Guinea,2022,25.1,2419.0
Equatorial Guinea,2023,25.0,2170.2
Equatorial Guinea,2024,25.2,2139.6
Eritrea,1901,25.9,298.2
Eritrea,1902,25.4,255.4
Eritrea,1903,25.3,368.2
Eritrea,1904,25.4,291.6
Eritrea,1905,25.3,304.4
Eritrea,1906,25.5,298.9
Eritrea,1907,25.3,385.2
Eritrea,1908,25.4,341.4
Eritrea,1909,25.3,398.6
Eritrea,1910,25.4,404.2
Eritrea,1911,25.6,383.6
Eritrea,1912,25.2,337.2
Eritrea,1913,25.0,379.0
Eritrea,1914,25.5,388.2
Eritrea,1915,25.6,294.2
Eritrea,1916,25.0,590.1
Eritrea,1917,25.1,420.6
Eritrea,1918,25.2,312.2
Eritrea,1919,25.6,347.7
Eritrea,1920,24.8,512.7
Eritrea,1921,25.1,340.8
Eritrea,1922,25.1,378.0
Eritrea,1923,25.0,380.6
Eritrea,1924,25.4,394.8
Eritrea,1925,25.2,403.7
Eritrea,1926,25.3,341.9
Eritrea,1927,25.6,296.7
Eritrea,1928,26.0,338.3
Eritrea,1929,25.3,462.0
Eritrea,1930,25.2,300.8
Eritrea,1931,25.6,344.1
Eritrea,1932,25.3,526.1
Eritrea,1933,25.7,375.3
Eritrea,1934,25.3,426.5
Eritrea,1935,25.5,472.7
Eritrea,1936,25.8,421.7
Eritrea,1937,25.5,411.6
Eritrea,1938,25.5,509.0
Eritrea,1939,26.0,311.2
Eritrea,1940,26.0,340.9
Eritrea,1941,25.3,316.3
Eritrea,1942,25.1,447.5
Eritrea,1943,24.4,395.2
Eritrea,1944,24.9,347.3
Eritrea,1945,24.6,333.4
Eritrea,1946,24.9,392.4
Eritrea,1947,25.2,285.2
Eritrea,1948,24.6,335.5
Eritrea,1949,24.5,340.5
Eritrea,1950,24.8,510.5
Eritrea,1951,24.7,329.2
Eritrea,1952,25.2,321.5
Eritrea,1953,24.9,452.0
Eritrea,1954,25.1,445.5
Eritrea,1955,25.3,336.8
Eritrea,1956,24.7,443.1
Eritrea,1957,24.9,420.7
Eritrea,1958,25.4,337.4
Eritrea,1959,24.8,398.7
Eritrea,1960,25.4,327.9
Eritrea,1961,24.5,511.5
Eritrea,1962,25.0,338.2
Eritrea,1963,25.4,428.2
Eritrea,1964,24.4,582.4
Eritrea,1965,25.0,312.3
Eritrea,1966,25.3,292.1
Eritrea,1967,24.4,390.2
Eritrea,1968,24.6,313.4
Eritrea,1969,25.7,304.9
Eritrea,1970,25.1,326.1
Eritrea,1971,24.6,317.3
Eritrea,1972,25.0,334.5
Eritrea,1973,25.7,361.8
Eritrea,1974,25.2,332.7
Eritrea,1975,25.3,537.5
Eritrea,1976,25.7,359.1
Eritrea,1977,25.3,442.8
Eritrea,1978,25.6,405.6
Eritrea,1979,26.0,404.5
Eritrea,1980,26.1,405.3
Eritrea,1981,25.6,364.9
Eritrea,1982,25.5,339.8
Eritrea,1983,25.5,323.7
Eritrea,1984,26.2,245.8
Eritrea,1985,25.9,342.2
Eritrea,1986,25.7,363.2
Eritrea,1987,25.7,346.9
Eritrea,1988,25.2,425.6
Eritrea,1989,24.9,331.7
Eritrea,1990,25.9,222.7
Eritrea,1991,25.6,339.8
Eritrea,1992,25.0,379.6
Eritrea,1993,25.6,383.2
Eritrea,1994,25.5,373.4
Eritrea,1995,25.2,354.6
Eritrea,1996,25.7,341.0
Eritrea,1997,25.7,329.7
Eritrea,1998,26.0,426.6
Eritrea,1999,26.1,349.7
Eritrea,2000,25.9,400.3
Eritrea,2001,26.1,380.0
Eritrea,2002,26.4,351.2
Eritrea,2003,26.1,408.6
Eritrea,2004,26.1,317.8
Eritrea,2005,26.4,409.0
Eritrea,2006,26.1,389.1
Eritrea,2007,25.9,397.6
Eritrea,2008,26.1,364.9
Eritrea,2009,26.7,316.0
Eritrea,2010,26.9,375.0
Eritrea,2011,26.3,335.0
Eritrea,2012,26.3,320.8
Eritrea,2013,26.6,347.3
Eritrea,2014,26.3,425.3
Eritrea,2015,26.7,340.7
Eritrea,2016,26.8,384.6
Eritrea,2017,26.5,367.3
Eritrea,2018,26.3,446.9
Eritrea,2019,26.1,422.7
Eritrea,2020,25.8,450.0
Eritrea,2021,26.2,453.8
Eritrea,2022,25.9,445.2
Eritrea,2023,26.4,393.0
Eritrea,2024,26.8,405.6
Estonia,1901,5.4,454.9
Estonia,1902,3.1,657.2
Estonia,1903,5.7,684.9
Estonia,1904,4.3,620.5
Estonia,1905,5.2,588.9
Estonia,1906,5.8,639.1
Estonia,1907,4.1,527.0
Estonia,1908,4.7,537.1
Estonia,1909,4.5,559.7
Estonia,1910,6.1,602.4
Estonia,1911,5.5,596.0
Estonia,1912,4.5,657.3
Estonia,1913,5.8,552.7
Estonia,1914,6.0,522.5
Estonia,1915,3.4,626.2
Estonia,1916,4.9,675.5
Estonia,1917,4.3,575.3
Estonia,1918,5.0,583.4
Estonia,1919,4.3,542.0
Estonia,1920,6.1,479.2
Estonia,1921,5.5,571.2
Estonia,1922,4.3,576.5
Estonia,1923,4.3,712.4
Estonia,1924,5.1,640.7
Estonia,1925,5.7,729.7
Estonia,1926,4.6,573.7
Estonia,1927,4.7,717.9
Estonia,1928,4.6,761.7
Estonia,1929,4.4,615.7
Estonia,1930,6.3,652.8
Estonia,1931,4.3,631.0
Estonia,1932,5.8,639.7
Estonia,1933,4.7,477.5
Estonia,1934,7.1,607.8
Estonia,1935,5.6,744.9
Estonia,1936,6.1,650.1
Estonia,1937,6.1,640.5
Estonia,1938,6.8,565.0
Estonia,1939,5.8,456.9
Estonia,1940,3.5,579.3
Estonia,1941,2.8,449.9
Estonia,1942,3.0,569.3
Estonia,1943,6.4,678.0
Estonia,1944,5.9,645.5
Estonia,1945,5.0,616.6
Estonia,1946,5.1,541.1
Estonia,1947,4.4,488.4
Estonia,1948,5.8,646.5
Estonia,1949,6.7,627.9
Estonia,1950,5.3,655.2
Estonia,1951,5.3,517.8
Estonia,1952,4.4,745.4
Estonia,1953,5.9,575.6
Estonia,1954,5.1,685.4
Estonia,1955,4.3,560.5
Estonia,1956,3.6,629.8
Estonia,1957,5.5,706.2
Estonia,1958,4.3,540.5
Estonia,1959,6.1,514.5
Estonia,1960,5.0,635.3
Estonia,1961,6.4,624.7
Estonia,1962,4.5,719.4
Estonia,1963,4.5,503.9
Estonia,1964,5.2,473.6
Estonia,1965,4.5,545.1
Estonia,1966,4.1,659.7
Estonia,1967,5.5,652.7
Estonia,1968,4.8,532.9
Estonia,1969,4.2,513.5
Estonia,1970,4.4,591.3
Estonia,1971,5.4,539.1
Estonia,1972,6.0,579.4
Estonia,1973,5.6,601.5
Estonia,1974,6.4,622.9
Estonia,1975,6.9,520.8
Estonia,1976,4.1,464.0
Estonia,1977,4.8,659.8
Estonia,1978,4.1,722.2
Estonia,1979,4.8,596.4
Estonia,1980,4.6,649.9
Estonia,1981,5.0,806.8
Estonia,1982,5.5,567.7
Estonia,1983,6.1,666.0
Estonia,1984,5.9,628.9
Estonia,1985,3.5,681.9
Estonia,1986,4.9,674.7
Estonia,1987,3.3,667.8
Estonia,1988,5.7,675.7
Estonia,1989,7.1,630.5
Estonia,1990,6.7,786.0
Estonia,1991,6.1,657.9
Estonia,1992,6.4,592.5
Estonia,1993,5.4,632.8
Estonia,1994,5.5,615.5
Estonia,1995,6.1,634.4
Estonia,1996,4.8,564.8
Estonia,1997,6.0,670.5
Estonia,1998,5.4,716.1
Estonia,1999,6.4,600.8
Estonia,2000,7.1,648.9
Estonia,2001,5.9,744.3
Estonia,2002,6.2,512.2
Estonia,2003,5.8,599.4
Estonia,2004,5.9,702.3
Estonia,2005,6.2,619.6
Estonia,2006,6.6,539.1
Estonia,2007,6.7,683.4
Estonia,2008,7.2,761.3
Estonia,2009,6.0,690.7
Estonia,2010,4.7,724.0
Estonia,2011,6.9,661.6
Estonia,2012,5.6,830.7
Estonia,2013,6.7,580.3
Estonia,2014,7.0,617.3
Estonia,2015,7.4,575.6
Estonia,2016,6.6,663.4
Estonia,2017,6.3,760.7
Estonia,2018,7.0,520.8
Estonia,2019,7.3,687.1
Estonia,2020,8.2,665.3
Estonia,2021,6.4,657.8
Estonia,2022,7.0,577.0
Estonia,2023,7.0,734.5
Estonia,2024,7.6,638.4
Ethiopia,1901,22.7,898.1
Ethiopia,1902,22.6,785.5
Ethiopia,1903,22.7,970.4
Ethiopia,1904,22.5,844.9
Ethiopia,1905,22.6,916.4
Ethiopia,1906,22.6,937.8
Ethiopia,1907,22.4,846.2
Ethiopia,1908,22.7,846.0
Ethiopia,1909,22.2,944.8
Ethiopia,1910,22.5,854.7
Ethiopia,1911,22.5,894.4
Ethiopia,1912,22.1,827.7
Ethiopia,1913,22.2,751.4
Ethiopia,1914,22.5,988.2
Ethiopia,1915,22.4,890.3
Ethiopia,1916,22.2,988.0
Ethiopia,1917,22.2,964.8
Ethiopia,1918,22.3,755.6
Ethiopia,1919,22.5,777.6
Ethiopia,1920,22.2,845.3
Ethiopia,1921,22.5,783.0
Ethiopia,1922,22.7,797.6
Ethiopia,1923,22.4,964.8
Ethiopia,1924,23.0,840.5
Ethiopia,1925,22.7,895.9
Ethiopia,1926,22.6,1005.1
Ethiopia,1927,22.7,795.4
Ethiopia,1928,23.0,865.0
Ethiopia,1929,22.3,899.4
Ethiopia,1930,22.2,916.3
Ethiopia,1931,22.6,828.9
Ethiopia,1932,22.4,836.2
Ethiopia,1933,22.6,790.9
Ethiopia,1934,22.5,812.8
Ethiopia,1935,22.5,939.3
Ethiopia,1936,22.5,953.2
Ethiopia,1937,22.6,884.0
Ethiopia,1938,22.5,792.3
Ethiopia,1939,22.8,791.9
Ethiopia,1940,22.8,816.5
Ethiopia,1941,22.6,843.6
Ethiopia,1942,22.5,796.3
Ethiopia,1943,22.3,731.8
Ethiopia,1944,22.5,821.0
Ethiopia,1945,22.3,802.8
Ethiopia,1946,22.4,911.4
Ethiopia,1947,22.5,907.4
Ethiopia,1948,22.2,823.8
Ethiopia,1949,22.1,837.1
Ethiopia,1950,22.1,927.3
Ethiopia,1951,22.4,831.7
Ethiopia,1952,22.7,727.4
Ethiopia,1953,22.9,756.3
Ethiopia,1954,22.9,856.1
Ethiopia,1955,23.1,769.9
Ethiopia,1956,22.4,763.7
Ethiopia,1957,22.4,855.0
Ethiopia,1958,22.7,894.9
Ethiopia,1959,22.5,784.3
Ethiopia,1960,22.4,765.6
Ethiopia,1961,22.1,1059.6
Ethiopia,1962,22.2,788.9
Ethiopia,1963,22.5,945.8
Ethiopia,1964,22.0,958.2
Ethiopia,1965,22.4,783.7
Ethiopia,1966,22.5,893.6
Ethiopia,1967,22.0,1131.8
Ethiopia,1968,22.0,940.2
Ethiopia,1969,22.6,814.3
Ethiopia,1970,22.6,850.6
Ethiopia,1971,22.2,861.5
Ethiopia,1972,22.6,886.9
Ethiopia,1973,23.0,783.6
Ethiopia,1974,22.4,819.4
Ethiopia,1975,22.4,914.0
Ethiopia,1976,22.7,943.3
Ethiopia,1977,22.7,1003.4
Ethiopia,1978,22.8,789.1
Ethiopia,1979,22.9,795.6
Ethiopia,1980,23.2,705.4
Ethiopia,1981,22.5,815.6
Ethiopia,1982,22.7,974.8
Ethiopia,1983,22.8,875.7
Ethiopia,1984,22.7,657.0
Ethiopia,1985,22.6,836.8
Ethiopia,1986,22.8,727.9
Ethiopia,1987,23.0,777.1
Ethiopia,1988,22.8,831.2
Ethiopia,1989,22.3,863.6
Ethiopia,1990,22.9,782.3
Ethiopia,1991,22.9,763.6
Ethiopia,1992,22.6,793.2
Ethiopia,1993,22.7,880.5
Ethiopia,1994,22.7,836.1
Ethiopia,1995,22.9,749.7
Ethiopia,1996,23.0,897.5
Ethiopia,1997,22.9,908.4
Ethiopia,1998,23.2,884.4
Ethiopia,1999,22.7,771.9
Ethiopia,2000,23.0,869.3
Ethiopia,2001,23.1,828.0
Ethiopia,2002,23.5,744.2
Ethiopia,2003,23.3,785.7
Ethiopia,2004,23.3,847.1
Ethiopia,2005,23.3,870.6
Ethiopia,2006,23.3,894.2
Ethiopia,2007,23.1,867.2
Ethiopia,2008,23.0,867.4
Ethiopia,2009,23.7,791.2
Ethiopia,2010,23.4,875.2
Ethiopia,2011,23.2,868.5
Ethiopia,2012,23.2,902.7
Ethiopia,2013,23.5,927.4
Ethiopia,2014,23.3,935.4
Ethiopia,2015,23.7,858.9
Ethiopia,2016,23.7,940.2
Ethiopia,2017,23.4,937.6
Ethiopia,2018,23.1,914.5
Ethiopia,2019,23.2,1013.8
Ethiopia,2020,23.1,952.7
Ethiopia,2021,23.2,930.7
Ethiopia,2022,23.3,935.8
Ethiopia,2023,23.5,930.1
Ethiopia,2024,24.0,1014.1
Faeroes,1901,5.9,1414.8
Faeroes,1902,5.2,1526.6
Faeroes,1903,5.3,1825.7
Faeroes,1904,5.8,1600.5
Faeroes,1905,5.8,1440.7
Faeroes,1906,5.3,1413.4
Faeroes,1907,5.2,1282.6
Faeroes,1908,6.1,1505.8
Faeroes,1909,5.3,1274.4
Faeroes,1910,5.5,1308.0
Faeroes,1911,6.1,1358.0
Faeroes,1912,5.7,1394.5
Faeroes,1913,6.1,1505.7
Faeroes,1914,6.0,1398.4
Faeroes,1915,5.4,1136.7
Faeroes,1916,5.7,1713.9
Faeroes,1917,5.1,1474.7
Faeroes,1918,5.6,1414.4
Faeroes,1919,4.9,1352.6
Faeroes,1920,6.1,1577.9
Faeroes,1921,6.0,1564.6
Faeroes,1922,5.5,1679.3
Faeroes,1923,5.5,1749.4
Faeroes,1924,6.0,1558.9
Faeroes,1925,5.7,1559.8
Faeroes,1926,6.3,1653.5
Faeroes,1927,5.7,1418.7
Faeroes,1928,6.0,1429.1
Faeroes,1929,6.2,1547.4
Faeroes,1930,6.1,1569.5
Faeroes,1931,5.8,1585.6
Faeroes,1932,6.4,1472.9
Faeroes,1933,7.0,1229.5
Faeroes,1934,6.6,1603.8
Faeroes,1935,6.2,1543.0
Faeroes,1936,6.2,1532.9
Faeroes,1937,6.3,1565.7
Faeroes,1938,6.6,1647.4
Faeroes,1939,6.7,1452.1
Faeroes,1940,6.1,1518.6
Faeroes,1941,6.3,1266.6
Faeroes,1942,6.1,1687.5
Faeroes,1943,6.3,1829.5
Faeroes,1944,6.1,1426.5
Faeroes,1945,7.0,1407.9
Faeroes,1946,6.8,1650.6
Faeroes,1947,6.1,1435.0
Faeroes,1948,6.4,1624.9
Faeroes,1949,6.3,1730.1
Faeroes,1950,6.2,1791.2
Faeroes,1951,5.8,1743.6
Faeroes,1952,5.8,1540.2
Faeroes,1953,7.0,1656.5
Faeroes,1954,6.2,1711.5
Faeroes,1955,5.9,1307.6
Faeroes,1956,6.3,1433.5
Faeroes,1957,6.3,1699.1
Faeroes,1958,6.1,1469.2
Faeroes,1959,6.9,1627.1
Faeroes,1960,6.9,1412.8
Faeroes,1961,6.6,1486.5
Faeroes,1962,5.9,1693.6
Faeroes,1963,6.1,1536.2
Faeroes,1964,6.7,1536.6
Faeroes,1965,5.7,1396.0
Faeroes,1966,5.6,1504.7
Faeroes,1967,5.8,1887.9
Faeroes,1968,5.6,1294.1
Faeroes,1969,5.4,1373.2
Faeroes,1970,5.6,1514.9
Faeroes,1971,6.2,1530.2
Faeroes,1972,7.0,1326.5
Faeroes,1973,5.7,1499.0
Faeroes,1974,6.7,1469.0
Faeroes,1975,6.0,1229.0
Faeroes,1976,6.4,1298.7
Faeroes,1977,6.0,1580.1
Faeroes,1978,6.0,1464.8
Faeroes,1979,4.8,1580.8
Faeroes,1980,6.1,1426.1
Faeroes,1981,5.3,1464.0
Faeroes,1982,6.0,1671.3
Faeroes,1983,5.5,1596.6
Faeroes,1984,6.5,1423.9
Faeroes,1985,5.7,1459.2
Faeroes,1986,6.0,1757.2
Faeroes,1987,6.7,1661.3
Faeroes,1988,5.9,1904.2
Faeroes,1989,6.2,1770.0
Faeroes,1990,6.4,1921.9
Faeroes,1991,6.9,1539.0
Faeroes,1992,6.4,1943.4
Faeroes,1993,5.9,1474.8
Faeroes,1994,6.0,1596.9
Faeroes,1995,5.7,1566.8
Faeroes,1996,6.3,1489.6
Faeroes,1997,6.8,1622.8
Faeroes,1998,6.2,1742.0
Faeroes,1999,6.3,1802.6
Faeroes,2000,6.4,1650.7
Faeroes,2001,6.5,1384.3
Faeroes,2002,7.1,1476.8
Faeroes,2003,7.4,1451.8
Faeroes,2004,7.1,1783.0
Faeroes,2005,6.6,1702.7
Faeroes,2006,7.2,1511.5
Faeroes,2007,6.9,1793.1
Faeroes,2008,6.7,1697.8
Faeroes,2009,7.1,1850.5
Faeroes,2010,6.4,1331.5
Faeroes,2011,7.0,2344.4
Faeroes,2012,6.5,1759.8
Faeroes,2013,6.6,1523.0
Faeroes,2014,7.6,1612.9
Faeroes,2015,6.6,1920.7
Faeroes,2016,7.1,1332.6
Faeroes,2017,7.3,1434.1
Faeroes,2018,6.9,1269.0
Faeroes,2019,7.0,1391.5
Faeroes,2020,7.0,1537.0
Faeroes,2021,6.9,1500.3
Faeroes,2022,7.2,1540.9
Faeroes,2023,6.9,1573.7
Faeroes,2024,6.8,1449.9
Falkland Isl,1901,6.7,502.8
Falkland Isl,1902,6.3,502.8
Falkland Isl,1903,6.4,502.8
Falkland Isl,1904,6.5,502.8
Falkland Isl,1905,6.0,502.8
Falkland Isl,1906,5.9,502.8
Falkland Isl,1907,6.0,502.8
Falkland Isl,1908,6.0,502.8
Falkland Isl,1909,5.9,502.8
Falkland Isl,1910,6.3,502.8
Falkland Isl,1911,6.3,502.8
Falkland Isl,1912,6.4,502.8
Falkland Isl,1913,6.1,502.8
Falkland Isl,1914,6.0,502.8
Falkland Isl,1915,6.1,502.8
Falkland Isl,1916,6.5,502.8
Falkland Isl,1917,6.6,502.8
Falkland Isl,1918,6.3,502.8
Falkland Isl,1919,6.5,502.8
Falkland Isl,1920,6.5,502.8
Falkland Isl,1921,6.5,502.8
Falkland Isl,1922,6.6,502.8
Falkland Isl,1923,5.6,502.8
Falkland Isl,1924,6.4,502.8
Falkland Isl,1925,6.1,502.8
Falkland Isl,1926,6.2,502.8
Falkland Isl,1927,6.2,502.8
Falkland Isl,1928,6.2,502.8
Falkland Isl,1929,6.2,502.8
Falkland Isl,1930,6.1,502.8
Falkland Isl,1931,6.1,502.8
Falkland Isl,1932,5.8,502.8
Falkland Isl,1933,6.0,502.8
Falkland Isl,1934,6.1,502.8
Falkland Isl,1935,5.5,502.8
Falkland Isl,1936,6.1,502.8
Falkland Isl,1937,5.6,502.8
Falkland Isl,1938,5.7,502.8
Falkland Isl,1939,5.4,502.8
Falkland Isl,1940,6.2,502.8
Falkland Isl,1941,6.2,502.8
Falkland Isl,1942,6.4,502.8
Falkland Isl,1943,6.8,502.8
Falkland Isl,1944,6.2,502.8
Falkland Isl,1945,6.5,502.8
Falkland Isl,1946,5.9,502.8
Falkland Isl,1947,6.1,502.8
Falkland Isl,1948,5.7,502.8
Falkland Isl,1949,6.1,502.8
Falkland Isl,1950,5.8,502.8
Falkland Isl,1951,6.2,502.8
Falkland Isl,1952,6.5,502.8
Falkland Isl,1953,6.3,502.8
Falkland Isl,1954,6.0,502.8
Falkland Isl,1955,6.1,502.8
Falkland Isl,1956,6.5,502.8
Falkland Isl,1957,6.0,502.8
Falkland Isl,1958,5.9,502.8
Falkland Isl,1959,5.7,502.8
Falkland Isl,1960,6.4,502.8
Falkland Isl,1961,5.5,502.8
Falkland Isl,1962,6.5,502.8
Falkland Isl,1963,5.7,502.8
Falkland Isl,1964,5.8,502.8
Falkland Isl,1965,6.0,502.8
Falkland Isl,1966,5.7,502.8
Falkland Isl,1967,6.1,502.8
Falkland Isl,1968,6.5,502.8
Falkland Isl,1969,6.0,502.8
Falkland Isl,1970,6.3,502.8
Falkland Isl,1971,5.6,502.8
Falkland Isl,1972,5.8,502.8
Falkland Isl,1973,5.9,502.8
Falkland Isl,1974,6.2,502.8
Falkland Isl,1975,6.1,502.8
Falkland Isl,1976,5.6,502.8
Falkland Isl,1977,6.1,502.8
Falkland Isl,1978,6.4,502.8
Falkland Isl,1979,6.6,502.8
Falkland Isl,1980,6.0,502.8
Falkland Isl,1981,6.3,502.8
Falkland Isl,1982,6.2,502.8
Falkland Isl,1983,6.5,502.8
Falkland Isl,1984,5.9,502.8
Falkland Isl,1985,7.0,502.8
Falkland Isl,1986,6.2,502.8
Falkland Isl,1987,6.6,502.8
Falkland Isl,1988,6.4,502.8
Falkland Isl,1989,6.6,502.8
Falkland Isl,1990,6.4,502.8
Falkland Isl,1991,6.0,502.8
Falkland Isl,1992,6.0,502.8
Falkland Isl,1993,6.5,502.8
Falkland Isl,1994,6.1,502.8
